code_type,code,consumer_description
HCPCS,C9163,Injection talquetamab for multiple myeloma
HCPCS,C9164,Cantharidin topical application for molluscum or warts
HCPCS,C9165,Injection elranatamab for multiple myeloma
HCPCS,C9166,Injection secukinumab IV for psoriasis or arthritis
HCPCS,C9167,Injection apadamtase alfa enzyme replacement therapy
HCPCS,C9168,Injection mirikizumab for ulcerative colitis
HCPCS,C9169,Injection nogapendekin alfa for bladder cancer
HCPCS,C9170,Injection tarlatamab for small cell lung cancer
HCPCS,C9171,Injection pegulicianine fluorescent imaging agent for cancer surgery
HCPCS,C9172,Injection fitusiran for hemophilia A or B
HCPCS,C9173,Injection pegfilgrastim biosimilar Nypozi for neutropenia
HCPCS,C9174,Injection datopotamab deruxtecan for non-small cell lung cancer
HCPCS,C9248,Injection clevidipine IV for blood pressure reduction
HCPCS,C9250,Fibrin sealant topical thrombin with aprotinin for surgical hemostasis
HCPCS,C9254,Injection lacosamide IV for seizure treatment
HCPCS,C9257,Injection bevacizumab intravitreal for eye disease
HCPCS,C9275,Hexaminolevulinate blue light cystoscopy bladder cancer detection
HCPCS,C9285,Lidocaine and tetracaine medicated self-heating pain patch
HCPCS,C9290,Injection bupivacaine liposome Exparel for extended pain relief
HCPCS,C9293,Injection glucarpidase for methotrexate toxicity
HCPCS,C9352,Nerve guide conduit collagen for peripheral nerve repair
HCPCS,C9353,Nerve protector collagen wrap for peripheral nerve
HCPCS,C9354,Pericardial tissue reinforcement strips
HCPCS,C9355,Nerve guide matrix collagen for peripheral nerve repair
HCPCS,C9356,Tendon protector sheet for tendon gliding
HCPCS,C9358,Tissue matrix meshed bovine collagen for soft tissue repair
HCPCS,C9359,Crushed cancellous bone allograft for bone void filling
HCPCS,C9360,Tissue matrix bovine collagen for soft tissue reconstruction
HCPCS,C9361,Nerve guide bovine collagen for peripheral nerve repair
HCPCS,C9362,Bone void filler implant strip
HCPCS,C9363,Biological wound dressing bilayer collagen matrix
HCPCS,C9364,Surgical mesh xenograft for tissue repair
HCPCS,C9399,Injection lifileucel cell therapy for melanoma
HCPCS,C9407,Iodine I-131 iobenguane diagnostic radiopharmaceutical
HCPCS,C9408,Iodine I-131 iobenguane therapeutic radiopharmaceutical
HCPCS,C9447,Injection phenylephrine and ketorolac for eye surgery
HCPCS,C9460,Injection cangrelor antiplatelet for PCI procedures
HCPCS,C9462,Injection delafloxacin antibiotic
HCPCS,C9463,Injection aprepitant for chemotherapy nausea prevention
HCPCS,C9464,Injection rolapitant for chemotherapy nausea prevention
HCPCS,C9465,Injection hyaluronic acid Durolane for knee osteoarthritis
HCPCS,C9466,Injection benralizumab for severe asthma
HCPCS,C9467,Injection rituximab with hyaluronidase subcutaneous for lymphoma
HCPCS,C9482,Injection sotalol IV for heart rhythm control
HCPCS,C9483,Injection atezolizumab immunotherapy for cancer
HCPCS,C9485,Injection olaratumab for soft tissue sarcoma
HCPCS,C9486,Injection granisetron extended release for chemotherapy nausea
HCPCS,C9488,Injection conivaptan IV for low sodium hyponatremia
HCPCS,C9489,Injection nusinersen for spinal muscular atrophy
HCPCS,C9491,Injection avelumab immunotherapy for cancer
HCPCS,C9492,Injection durvalumab immunotherapy for cancer
HCPCS,C9493,Injection edaravone for ALS amyotrophic lateral sclerosis
HCPCS,C9494,Injection ocrelizumab for multiple sclerosis
HCPCS,C9507,COVID-19 convalescent plasma transfusion
HCPCS,C9600,Surgical spinal fixation screw or cortical implant
HCPCS,C9601,Percutaneous drug-eluting coronary stent additional branch
HCPCS,C9602,Surgical spinal fixation screw polyaxial
HCPCS,C9603,Percutaneous drug-eluting coronary stent with atherectomy
HCPCS,C9604,Percutaneous drug-eluting coronary stent revascularization bypass graft single
HCPCS,C9605,Percutaneous drug-eluting coronary stent revascularization bypass graft additional
HCPCS,C9606,Penicillin G sodium injection IV for bacterial infection
HCPCS,C9607,Percutaneous drug-eluting coronary stent chronic total occlusion
HCPCS,C9608,Percutaneous drug-eluting coronary stent chronic occlusion additional
HCPCS,C9610,Drug-coated balloon catheter paclitaxel for coronary restenosis
HCPCS,C9725,Endorectal applicator placement for high dose rate radiation
HCPCS,C9726,Placement or removal of breast applicator for radiation therapy
HCPCS,C9727,Insertion of palate implants for snoring or sleep apnea
HCPCS,C9728,Placement of device or marker for non-prostate radiation therapy
HCPCS,C9733,Non-ophthalmic fluorescein vascular angiography
HCPCS,C9734,MRI-guided focused ultrasound ablation therapy
HCPCS,C9738,Blue light cystoscopy with imaging agent for bladder cancer
HCPCS,C9739,Cystoscopy with prostatic implant one to three
HCPCS,C9740,Cystoscopy with prostatic implant four or more
HCPCS,C9745,Nasal endoscopy with eustachian tube balloon dilation
HCPCS,C9746,Transurethral implantation of balloon continence device
HCPCS,C9747,High intensity focused ultrasound ablation of prostate
HCPCS,C9748,Prostatic radiofrequency water vapor thermal therapy
HCPCS,C9749,Repair of nasal valve stenosis with implant
HCPCS,C9751,Microwave bronchoscopic ablation with 3D navigation and EBUS
HCPCS,C9752,Intraosseous destruction lumbar or sacral spine
HCPCS,C9753,Intraosseous destruction spine add-on procedure
HCPCS,C9754,Percutaneous creation of arteriovenous fistula direct
HCPCS,C9755,Radiofrequency magnetic-guided creation of arteriovenous fistula
HCPCS,C9756,Fluorescence lymphatic mapping with indocyanine green ICG
HCPCS,C9757,Tibial augment implant for knee replacement
HCPCS,C9758,Blinded interatrial shunt device implant for heart failure
HCPCS,C9759,Transcatheter intraoperative micro-infusion therapy
HCPCS,C9760,Non-blinded interatrial shunt device for heart failure
HCPCS,C9761,Cystoscopy with lithotripsy and vacuum extraction kidney stone
HCPCS,C9762,Cardiac MRI segmental dysfunction strain imaging
HCPCS,C9763,Cardiac MRI segmental dysfunction stress imaging
HCPCS,C9764,Revascularization with intravascular lithotripsy and angioplasty
HCPCS,C9765,Revascularization with intravascular lithotripsy and stent placement
HCPCS,C9766,Revascularization with intravascular lithotripsy and atherectomy
HCPCS,C9767,Revascularization with lithotripsy stent and atherectomy combined
HCPCS,C9768,Endoscopic ultrasound-guided hepatic portosystemic gradient measurement
HCPCS,C9769,Cystoscopy with temporary prostatic implant
HCPCS,C9770,Vitrectomy with subretinal injection for gene therapy
HCPCS,C9771,Nasal sinus endoscopy with cryoablation of nasal tissue or nerves
HCPCS,C9772,Revascularization tibial or peroneal artery with lithotripsy and angioplasty
HCPCS,C9773,Revascularization tibial or peroneal artery with lithotripsy and stent
HCPCS,C9774,Revascularization tibial or peroneal artery with lithotripsy and atherectomy
HCPCS,C9775,Revascularization tibial or peroneal artery with lithotripsy stent atherectomy
HCPCS,C9776,Fluorescence bile duct imaging with indocyanine green
HCPCS,C9777,Esophageal mucosal integrity testing with endoscopy
HCPCS,C9778,Colpopexy minimally invasive extraperitoneal pelvic support
HCPCS,C9779,Endoscopic submucosal dissection with mucosal closure
HCPCS,C9780,Insertion of central venous catheter superior or inferior approach
HCPCS,C9781,Shoulder arthroscopy with antibiotic spacer placement
HCPCS,C9782,Blinded myocardial transplant bone marrow cells
HCPCS,C9783,Blinded coronary sinus reducer implant for angina
HCPCS,C9784,Endoscopic sleeve gastroplasty with suturing device
HCPCS,C9785,Catheter micro-infusion standard straight tip for targeted therapy
HCPCS,C9786,Echocardiogram computer-aided detection for heart failure
HCPCS,C9787,Gastric electrophysiology mapping with simultaneous patient symptoms
HCPCS,C9788,Unilateral breast optoacoustic imaging
HCPCS,C9789,Instillation of medication into renal pelvis
HCPCS,C9790,Kidney stone histotripsy with image guidance
HCPCS,C9791,MRI with hyperpolarized xenon-129 lung imaging
HCPCS,C9792,Blinded or non-blinded transatrial cardiac procedure
HCPCS,C9793,Pre-planning three-D model with cardiac CT angiography
HCPCS,C9794,Complex radiation simulation with PET-CT imaging
HCPCS,C9795,Stereotactic body radiation therapy with positron emission guided delivery
HCPCS,C9796,Repair intestinal excision anorectal fistula
HCPCS,C9797,Vascular embolization or occlusion with pressure sensing catheter
HCPCS,C9803,Specimen collection for COVID-19 assessment point of care
HCPCS,C9807,Single lead peripheral nerve stimulator implant
HCPCS,C9898,Inpatient stay for radiolabeled therapeutic item
HCPCS,C9899,Ventricular assist device cannula pediatric
HCPCS,C9901,Endoscopic defect closure entire gastrointestinal tract
HCPCS,CDT01,Continuing day treatment crisis mental health program
HCPCS,D0120,Periodic dental oral evaluation established patient
HCPCS,D0140,Limited dental oral evaluation problem focused
HCPCS,D0145,Dental oral evaluation patient under three years
HCPCS,D0150,Comprehensive dental oral evaluation new or established patient
HCPCS,D0160,Detailed and extensive dental oral evaluation
HCPCS,D0170,Re-evaluation dental limited problem focused
HCPCS,D0171,Re-evaluation dental post-operative visit
HCPCS,D0180,Comprehensive periodontal dental evaluation
HCPCS,D0190,Dental screening of patient
HCPCS,D0191,Dental assessment of patient
HCPCS,D0210,Dental intraoral complete series X-rays including bitewings
HCPCS,D0220,Dental intraoral periapical X-ray first image
HCPCS,D0230,Dental intraoral periapical X-ray each additional image
HCPCS,D0240,Dental intraoral occlusal X-ray image
HCPCS,D0250,Dental extraoral two-D projection image
HCPCS,D0251,Dental extraoral posterior X-ray image
HCPCS,D0260,Dental extraoral each additional X-ray image
HCPCS,D0270,Dental bitewing X-ray single image
HCPCS,D0272,Dental bitewing X-rays two images
HCPCS,D0273,Dental bitewing X-rays three images
HCPCS,D0274,Dental bitewing X-rays four images
HCPCS,D0277,Dental vertical bitewing X-rays seven to eight images
HCPCS,D0290,Dental skull and facial bone X-ray survey
HCPCS,D0310,Dental sialography salivary gland imaging
HCPCS,D0320,Dental TMJ arthrogram with contrast injection
HCPCS,D0321,Dental other TMJ imaging by report
HCPCS,D0322,Dental tomographic survey imaging
HCPCS,D0330,Dental panoramic X-ray full mouth
HCPCS,D0340,Dental two-D cephalometric skull X-ray
HCPCS,D0350,Dental oral and facial photographic images
HCPCS,D0351,Dental three-D photographic image
HCPCS,D0364,Dental cone beam CT scan limited views with interpretation
HCPCS,D0365,Dental cone beam CT scan full with interpretation
HCPCS,D0366,Dental cone beam CT scan maxilla and cranium
HCPCS,D0367,Dental cone beam CT scan jaw with cranium
HCPCS,D0368,Dental cone beam CT scan TMJ series two or more
HCPCS,D0369,Dental maxillofacial MRI capture and interpretation
HCPCS,D0370,Dental maxillofacial ultrasound capture and interpretation
HCPCS,D0371,Dental sialoendoscopy salivary gland capture and interpretation
HCPCS,D0372,Dental tomographic computed series images
HCPCS,D0373,Dental tomographic bitewing image
HCPCS,D0374,Dental tomographic periapical image
HCPCS,D0380,Dental cone beam CT capture limited image only
HCPCS,D0381,Dental cone beam CT capture mandible image only
HCPCS,D0382,Dental cone beam CT capture maxilla image only
HCPCS,D0383,Dental cone beam CT capture both jaws image only
HCPCS,D0384,Dental cone beam CT capture TMJ image only
HCPCS,D0385,Dental maxillofacial MRI image capture only
HCPCS,D0386,Dental maxillofacial ultrasound image capture only
HCPCS,D0387,Dental computed tomographic image capture only
HCPCS,D0388,Dental bitewing image capture only
HCPCS,D0389,Dental periapical image capture only
HCPCS,D0391,Dental diagnostic image interpretation by report
HCPCS,D0393,Dental treatment simulation three-D image
HCPCS,D0394,Dental digital subtraction two or more images
HCPCS,D0395,Dental fusion of two or more three-D images
HCPCS,D0396,Dental three-D print of surface scan
HCPCS,D0411,Dental HbA1c hemoglobin A1C in-office diabetes test
HCPCS,D0412,Dental blood glucose level test in-office
HCPCS,D0414,Dental laboratory processing microbial specimen
HCPCS,D0415,Dental bacteriologic culture studies for pathogen determination
HCPCS,D0416,Dental viral culture laboratory test
HCPCS,D0417,Dental saliva sample collection and preparation
HCPCS,D0418,Dental analysis of saliva sample
HCPCS,D0419,Dental assessment of salivary flow rate
HCPCS,D0422,Dental genetic sample collection and preparation
HCPCS,D0423,Dental genetic test specimen analysis
HCPCS,D0425,Dental caries susceptibility risk test
HCPCS,D0431,Dental diagnostic test to detect mucosal abnormality
HCPCS,D0460,Dental pulp vitality test
HCPCS,D0470,Dental diagnostic study casts
HCPCS,D0472,Dental tissue accession gross examination pathology
HCPCS,D0473,Dental tissue accession gross and microscopic examination
HCPCS,D0474,Dental tissue accession with border examination
HCPCS,D0475,Dental decalcification procedure for tissue examination
HCPCS,D0476,Dental special stains for microorganisms pathology
HCPCS,D0477,Dental special stains not for microorganisms pathology
HCPCS,D0478,Dental immunohistochemical stains pathology
HCPCS,D0479,Dental tissue in-situ hybridization pathology
HCPCS,D0480,Dental processing and interpretation of cytologic smear
HCPCS,D0481,Dental electron microscopy pathology
HCPCS,D0482,Dental direct immunofluorescence pathology test
HCPCS,D0483,Dental indirect immunofluorescence pathology test
HCPCS,D0484,Dental consultation on slides prepared elsewhere
HCPCS,D0485,Dental consultation including preparation of slides
HCPCS,D0486,Dental accession of transepithelial cytology sample
HCPCS,D0502,Dental other oral pathology procedures by report
HCPCS,D0600,Dental non-ionizing diagnostic procedure
HCPCS,D0601,Dental caries risk assessment low risk
HCPCS,D0602,Dental caries risk assessment moderate risk
HCPCS,D0603,Dental caries risk assessment high risk
HCPCS,D0604,Dental antigen test for public health pathogen
HCPCS,D0605,Dental antibody test for public health pathogen
HCPCS,D0606,Dental molecular test for public health pathogen
HCPCS,D0701,Dental panoramic radiographic image capture
HCPCS,D0702,Dental two-D cephalometric radiographic image capture
HCPCS,D0703,Dental two-D oral facial photographic image capture
HCPCS,D0704,Dental three-D photographic image capture only
HCPCS,D0705,Dental extraoral posterior radiographic image capture
HCPCS,D0706,Dental intraoral occlusal radiographic image capture
HCPCS,D0707,Dental intraoral periapical radiographic image capture
HCPCS,D0708,Dental intraoral bitewing radiographic image capture
HCPCS,D0709,Dental intraoral complete series image capture
HCPCS,D0801,Dental three-D intraoral direct scan
HCPCS,D0802,Dental three-D scan indirect from impression
HCPCS,D0803,Dental three-D facial direct scan
HCPCS,D0804,Dental three-D facial indirect scan
HCPCS,D0999,Dental unspecified diagnostic procedure by report
HCPCS,D1110,Dental prophylaxis cleaning adult
HCPCS,D1120,Dental prophylaxis cleaning child
HCPCS,D1206,Dental topical fluoride varnish application
HCPCS,D1208,Dental topical fluoride application excluding varnish
HCPCS,D1310,Dental nutritional counseling for oral health
HCPCS,D1320,Dental tobacco cessation counseling prevention
HCPCS,D1321,Dental counseling for high risk substance use
HCPCS,D1330,Dental oral hygiene instructions
HCPCS,D1351,Dental sealant per tooth preventive
HCPCS,D1352,Dental preventive resin restoration permanent tooth
